D feed flow (stream 2)	E feed flow (stream 3)	A feed flow (stream 1)	A and C feed flow (stream 4)	Compressor recycle valve	Purge valve (stream 9)	Separator pot liquid flow (stream 10)	Stripper liquid product flow (stream 11)	Stripper steam valve	Reactor cooling water flow	Condenser cooling water flow	Agitator speed	Input Feed - A feed (stream 1)	Input Feed - D feed (stream 2)	Input Feed - E feed (stream 3)	Input Feed - A and C feed (stream 4)	Reactor feed rate (stream 6)	Reactor pressure	Reactor level	Reactor temperature	Separator - Product separator temperature	Separator - Product separator level	Separator - Product separator pressure	Separator - Product separator underflow (stream 10)	Stripper level	Stripper pressure	Stripper underflow (stream 11)	Stripper temperature	Stripper steam flow	Miscellaneous - Recycle flow (stream 8)	Miscellaneous - Purge rate (stream 9)	Miscellaneous - Compressor work	Miscellaneous - Reactor cooling water outlet temperature	Miscellaneous - Separator cooling water outlet temperature	Reactor Feed Analysis - Component A	Reactor Feed Analysis - Component B	Reactor Feed Analysis - Component C	Reactor Feed Analysis - Component D	Reactor Feed Analysis - Component E	Reactor Feed Analysis - Component F	Purge gas analysis - Component A	Purge gas analysis - Component B	Purge gas analysis - Component C	Purge gas analysis - Component D	Purge gas analysis - Component E	Purge gas analysis - Component F	Purge gas analysis - Component G	Purge gas analysis - Component H	Product analysis -  Component D	Product analysis - Component E	Product analysis - Component F	Product analysis - Component G	Product analysis - Component H	class
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2821E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0593E+01	  3.1807E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0366E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2101E+00	  5.2665E+00	  1.9912E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8176E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2821E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1807E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0366E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2101E+00	  5.2665E+00	  1.9912E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8177E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2821E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1807E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0367E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2101E+00	  5.2665E+00	  1.9912E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8177E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2821E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1807E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0367E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2101E+00	  5.2665E+00	  1.9912E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8178E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2821E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1807E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0367E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2102E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8178E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2821E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1808E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0367E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2102E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8179E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1808E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0368E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2102E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1703E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0547E+01	  4.8073E+01	  7.8179E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1808E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0368E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2102E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1704E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8180E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1808E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0368E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2103E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1704E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8180E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1808E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0368E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2103E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1704E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8181E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1808E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0368E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2103E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1704E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8181E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1809E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0368E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2103E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1704E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8182E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1809E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0369E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2104E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8182E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1809E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0369E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2104E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8183E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1809E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0369E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2104E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8183E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1809E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0369E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2104E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8184E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1809E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0370E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2105E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8184E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0370E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2105E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8185E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0807E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9149E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0370E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2105E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8185E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0370E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2105E+00	  5.2665E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8186E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0370E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2106E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8186E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0370E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2106E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1705E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8186E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0371E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2107E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1706E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8187E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1810E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0371E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2107E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1706E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8187E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1811E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0371E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2107E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1706E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8188E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1811E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0371E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2107E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1706E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8269E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8188E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
7.8846E-01	  3.9057E+03	  4.0882E+03	  8.6160E+00	  2.6902E+01	  4.2712E+01	  2.6396E+03	  7.5000E+01	  1.2040E+02	  1.1481E-01	  8.2820E+01	  5.0832E+01	  2.5604E+03	  2.6229E+01	  5.0665E+01	  3.0808E+03	  2.2949E+01	  7.0594E+01	  3.1811E+02	  3.1786E+02	  9.3646E+01	  7.9148E+01	  3.2188E+01	  8.6585E+00	  1.8874E+01	  6.8820E+00	  1.8776E+01	  3.0372E+00	  3.4018E+01	  1.3823E+01	  1.3325E+01	  1.0574E+00	  1.9858E+01	  4.2108E+00	  5.2664E+00	  1.9911E+00	 -3.7708E-02	  8.3570E-01	  1.1706E-01	  5.4236E+01	  3.7260E+01	  6.9070E+01	  5.0519E+01	  7.8268E+01	  5.8470E+01	  1.2654E+01	  1.5353E+01	  4.0548E+01	  4.8073E+01	  7.8189E+01	  4.3272E+01	  1.8054E+01	  5.0000E+01	C00000001000000000000
