D feed flow (stream 2)	E feed flow (stream 3)	A feed flow (stream 1)	A and C feed flow (stream 4)	Compressor recycle valve	Purge valve (stream 9)	Separator pot liquid flow (stream 10)	Stripper liquid product flow (stream 11)	Stripper steam valve	Reactor cooling water flow	Condenser cooling water flow	Agitator speed	Input Feed - A feed (stream 1)	Input Feed - D feed (stream 2)	Input Feed - E feed (stream 3)	Input Feed - A and C feed (stream 4)	Reactor feed rate (stream 6)	Reactor pressure	Reactor level	Reactor temperature	Separator - Product separator temperature	Separator - Product separator level	Separator - Product separator pressure	Separator - Product separator underflow (stream 10)	Stripper level	Stripper pressure	Stripper underflow (stream 11)	Stripper temperature	Stripper steam flow	Miscellaneous - Recycle flow (stream 8)	Miscellaneous - Purge rate (stream 9)	Miscellaneous - Compressor work	Miscellaneous - Reactor cooling water outlet temperature	Miscellaneous - Separator cooling water outlet temperature	Reactor Feed Analysis - Component A	Reactor Feed Analysis - Component B	Reactor Feed Analysis - Component C	Reactor Feed Analysis - Component D	Reactor Feed Analysis - Component E	Reactor Feed Analysis - Component F	Purge gas analysis - Component A	Purge gas analysis - Component B	Purge gas analysis - Component C	Purge gas analysis - Component D	Purge gas analysis - Component E	Purge gas analysis - Component F	Purge gas analysis - Component G	Purge gas analysis - Component H	Product analysis -  Component D	Product analysis - Component E	Product analysis - Component F	Product analysis - Component G	Product analysis - Component H	class
2.8436E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7875E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8436E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7875E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8436E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8436E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8436E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8436E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3570E-01	  4.5476E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2566E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3518E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3233E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5475E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5474E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5761E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5474E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5760E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5474E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5760E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5474E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
2.8435E-01	  3.9327E+03	  4.2286E+03	  9.3421E+00	  2.6902E+01	  4.2889E+01	  2.6138E+03	  7.5000E+01	  1.2040E+02	  3.2323E-01	  8.3747E+01	  5.0585E+01	  2.5351E+03	  2.5671E+01	  5.0760E+01	  3.0525E+03	  2.2949E+01	  6.5290E+01	  1.5760E+02	  3.1939E+02	  9.3376E+01	  8.0467E+01	  3.2188E+01	  8.6896E+00	  1.9926E+01	  6.8820E+00	  1.8776E+01	  1.7320E+00	  3.3829E+01	  1.3823E+01	  1.4837E+01	  1.0400E+00	  1.9877E+01	  2.4497E+00	  5.5542E+00	  2.1396E+00	 -3.7876E-02	  8.3569E-01	  4.5474E-02	  5.4035E+01	  3.7455E+01	  6.9534E+01	  5.2200E+01	  2.8680E+01	  6.3232E+01	  1.2565E+01	  4.0949E+01	  3.9822E+01	  4.8293E+01	  3.3517E+01	  3.7495E+01	  1.7013E+01	  5.0000E+01	C00000000001000000000
